1,4363123,46773,6709
2,1431076,902781,8246
4,2792150,84359,8209
8,4966517,375246,7436
9,10590291,822710,6358
14,5452431,156645,6256
18,1472948,617365,7746
22,5744270,262657,6826
24,7539335,147699,7384
25,126086,408508,7021
27,146482,719153,6395
30,2000764,373418,8822
34,7481826,890926,9733
35,8460579,712881,7020
37,5351465,246250,7677
38,358942,756258,6785
39,9873954,61813,10321
41,8347988,595273,10684
43,3202180,711137,7256
45,8265445,755763,9049
49,3109466,588588,5664
52,2491113,418820,5740
57,440430,640732,7680
60,437959,773452,6236
61,2119773,233270,8540
64,5276326,317610,7586
66,1592615,346750,10098
67,3423590,28395,7170
69,2304616,582963,10247
73,656785,21983,6703
78,716489,606054,7210
79,2192181,891170,9874
81,4316773,326507,6248
86,3982691,650383,7980
91,1812229,74183,8270
95,5567934,761395,7110
98,3179472,396854,8010
103,8020025,797932,9044
107,8728673,697585,6376
108,6471797,112370,7063
109,4414796,165203,8276
110,6652760,859201,7329
112,4805559,730490,9272
113,7126477,57554,8140
116,4356735,674060,9639
119,10313921,511552,7685
122,2297921,680825,9733
123,4596887,636006,7724
125,436116,365137,9793
127,5588735,216726,9349
129,3018350,796987,9203
130,9198929,504967,6798
133,5285566,339974,6902
134,2755673,623233,8576
135,10381811,168301,5962
139,1625685,483223,7921
142,10150457,470757,5658
145,7590313,411865,6077
150,6016620,471865,8467
151,22727,626003,9715
152,4314459,898370,8784
153,7829051,596832,6100
154,10465374,657760,8900
156,2087645,437523,8490
159,9921676,885044,9226
161,10225398,352806,8404
164,7213028,227292,10675
167,1929131,222810,6625
171,6103926,287482,7292
174,6630303,534964,9656
175,7415477,79789,7010
177,7212232,829714,8110
178,9522330,91297,7661
182,3324270,17954,10152
187,9549194,533329,10443
190,280273,435370,9730
195,9580632,360760,9826
200,8270700,86157,9294
203,7798317,80383,9274
207,1722041,582628,6024
212,5366493,504678,7311
217,7904095,128100,10104
220,263778,716380,6717
221,816942,374851,8768
222,10411057,486545,9568
223,6645372,924205,6188
228,2837449,623073,7917
232,5218670,389052,7736
234,7224272,101473,7281
239,9601935,462729,9638
244,5386123,590982,7982
249,1251800,486976,10200
251,10234131,185140,6669
256,2973356,223024,9949
260,1790026,399413,6410
263,3920508,545498,9187
264,4221626,697378,6226
265,4186384,135411,7841
267,2650240,115507,8265
270,10534226,346725,8320
272,653016,913727,5914
277,2961953,29992,8038
279,6921583,350504,7525
280,6747316,514822,9373
282,4168373,799801,6468
284,6564602,583565,8633
286,9916034,175801,5771
287,9256308,112613,6837
292,8233638,458198,8644
293,316851,184553,9658
296,1713971,262131,6878
299,5443681,446679,7560
301,3904295,716606,9691
306,8053875,436079,9279
307,2467940,192526,10073
310,7519669,796886,8399
315,3529324,492750,7576
319,1199145,508173,7344
323,2191346,85130,7156
324,4459918,686798,7145
328,7467816,630445,5968
329,5181283,534199,9826
331,8951483,600507,9464
335,973283,906685,7709
336,2915908,732320,7341
340,6727354,354415,8492
343,9163124,880526,10270
346,7172090,335468,10255
349,7506996,407610,6456
354,2240520,759092,7809
359,6408119,562593,7374
364,10659664,204943,9427
369,10609588,668542,7917
373,2530741,496999,8983
375,3590704,859329,9114
379,7137600,377534,10663
380,9267678,581337,7044
385,6928556,452561,6114
390,6997731,91157,6434
395,6512076,743232,9093
398,7334624,752384,5733
400,10233377,829696,8676
401,2669625,504132,9924
403,943994,176403,9996
405,796693,247572,10462
407,6315795,862308,7605
412,7118004,609029,6961
416,9637422,818715,9747
418,4170178,530839,6737
422,7472357,417486,6903
424,3190188,505009,5702
426,5835401,341125,6394
429,1915566,573569,8985
432,9513111,403337,6074
436,3025202,217531,8751
440,5793013,865055,10589
442,8218240,199010,9151
443,5598863,572557,6737
448,6738084,67608,6846
452,9295926,560464,10347
456,8915704,513500,10019
459,1978665,151057,6996
462,7067870,54318,7188
465,2234910,356679,6263
466,2157048,55067,9257
471,6407073,107313,10374
476,4688293,851415,8110
480,6658747,82179,7318
485,8508198,93311,10293
490,10326628,420692,9842
492,4404746,745556,8456
496,7266335,224423,8980
501,4937096,793005,6101
502,715986,337861,6846
507,5384318,819571,8945
509,6346991,577171,10105
511,6991144,388035,6019
515,2065958,521130,7871
519,4777277,209933,7048
521,4440943,819505,5617
526,4328862,588014,10203
527,1006513,24735,10694
529,1128270,490557,8468
534,8385177,685583,8041
538,357950,407908,10475
543,3177970,53564,8358
544,2260528,876834,9328
545,4175921,429662,6266
546,9638952,488553,5772
551,10000198,426038,6972
556,5342669,374722,5703
559,407880,383879,8619
564,9733718,291178,6553
566,4180354,422778,10237
571,7886388,747454,8195
575,100448,713024,6700
578,1650967,120109,8331
581,5970993,309305,9080
584,5776992,261845,6159
589,6481698,375225,9757
592,7542704,887471,8391
596,9718801,633110,8871
599,6750559,91993,5937
604,116510,861222,8153
605,9825788,871756,6762
609,5719176,763400,7145
610,4241752,334685,9615
614,1397184,318290,10040
616,2381952,317183,9194
618,2514934,76122,8885
621,2375594,268274,10694
625,6220379,455394,7790
627,542248,153942,6774
629,3472743,784254,10270
634,9512787,123971,7191
639,5263073,429522,7934
641,2324332,411824,10191
642,10434132,391438,10388
647,7447041,174141,6591
650,8344620,321219,6079
651,1174946,706295,6241
655,1088883,211316,6578
656,9064954,910709,7787
659,4942912,900115,8515
662,4958934,496639,5777
666,8944674,707592,9338
670,6153457,280438,7335
675,2813565,626988,6612
677,4680662,868406,10626
682,7394380,259762,8543
684,1650290,357501,8924
685,752595,178628,10363
687,6551835,159665,8275
692,5233370,271438,8098
697,8435385,416352,8756
702,5476840,188083,9257
705,3896141,579523,8199
707,6098943,282971,6258
711,2697887,692652,7817
715,6789750,238485,7220
719,10015474,857513,6000
720,726486,477789,7308
724,6662310,876579,9000
727,2642776,895582,7874
730,2526176,303108,7001
731,7671902,593342,5988
735,2975504,520367,9379
738,6099838,104988,9223
743,9678267,571657,6630
744,10203330,640706,5642
746,3053196,304139,9463
750,1006084,608205,7244
754,10337708,254904,6360
757,375738,771819,10016
760,4369712,919063,6860
764,8347196,409392,9021
768,9041481,876834,5733
772,5102077,157606,10648
777,2608061,353143,8153
782,995724,455833,10236
783,7684940,896762,7855
787,3533733,315988,5860
789,8263390,210099,9073
794,5331922,287746,7551
799,5836423,704052,9486
803,7145813,78164,9873
804,6565098,128022,6595
808,4140553,626751,7483
809,10418232,780755,5772
811,7645122,293993,9297
813,151174,248535,7288
818,1259165,67028,6276
822,875772,347479,9055
825,6557177,459969,9452
827,1558606,837033,6226
832,3315315,783431,5631
834,2427752,400110,7029
835,3902769,193672,5907
838,4882469,855579,7979
841,9088014,779310,7855
845,1484133,935475,5728
849,6731120,464016,8226
851,5675433,153141,10367
856,6503353,513513,6527
857,3655065,405498,9511
861,7233164,29597,6712
866,9426743,341199,6566
869,3602094,215377,9703
872,9360268,465277,7626
876,6139520,914715,8228
881,9868424,822460,9456
883,3178971,893850,5872
886,9742604,58319,10647
888,7482862,164889,5628
891,10050840,792375,8143
892,4493777,34599,7268
895,3504818,572889,7452
898,7559016,741310,6719
900,1220939,608366,7159
903,5069093,495448,8766
908,4296969,921618,6027
910,6822716,83488,9660
912,3930073,366545,10104
914,3074131,400518,9208
916,7460654,201083,5859
919,881577,495396,9076
924,9890555,736983,9420
928,1409158,591133,7741
933,5222491,487495,7743
938,5602465,834126,8239
941,2341915,94338,9520
946,5288395,423820,8679
949,1784242,185732,7733
954,10243846,369906,9017
958,10626225,883602,8519
963,8246053,460835,6996
965,2720062,520215,5830
969,7627168,877473,8104
971,10598798,448449,7777
974,3294761,296962,7543
978,8290646,484578,6240
980,6000011,43874,9828
983,4285404,136477,9088
987,5119596,33225,9287
991,1838497,855733,8837
993,6803501,316693,7919
996,1208186,212032,8217
997,7865934,616305,7215
998,8741895,914259,8362
1000,8221761,701317,6349
1001,495175,432536,8156
1002,9066860,895116,6068
1003,10113544,61864,9998
1006,2379298,135398,6859
1009,7290223,227152,9504
1013,4183853,913571,8163
1017,9712856,121778,5747
1020,9653741,391402,10289
1024,10500733,760329,8305
1025,4300175,197628,9527
1026,6916870,61041,7822
1029,845344,408782,5740
1032,10291093,394699,10027
1037,5853235,525591,8148
1040,5037730,14873,8293
1045,9381834,262880,8183
1047,2320410,805596,10126
1052,1477620,68686,9900
1056,7739230,616456,10115
1059,1981750,88074,7403
1064,2421317,130829,7522
1065,7281798,707544,7466
1067,8961454,396832,7794
1071,6934458,861798,7093
1074,2462965,636748,10365
1079,5766235,835438,7403
1082,6170645,861974,9982
1085,650050,492441,6807
1090,9694556,936002,6720
1092,2335987,590437,10108
1096,4106529,361014,9016
1099,2441106,457485,5856
1103,10511249,143105,8111
1106,1301976,594819,10505
1107,5158135,847376,10065
1111,6672184,203160,7548
1115,4512258,115692,8034
1116,1766372,266050,6728
1117,6448660,829506,9710
1122,6267434,323265,7906
1126,7064724,498907,10233
1127,7200383,266333,10347
1130,5029974,785064,6562
1133,1718854,125473,9712
1136,8860700,787469,6615
1141,8126408,691306,9579
